time,distance,health,x,y,z,holdout,holdout_time,police,camera_position_error,camera_angle_error,drift
55.50564,432.9104,12812.88,-394.8751,0.12,-333.0961,False,0,0,0,0,0
56.01376,436.9665,12812.88,-392.5417,0.12,-331.6347,False,0,0,0,0,0
56.51453,440.8667,12812.88,-390.1792,0.12,-330.3374,False,0,0,0,0,0
57.00441,444.6108,12812.88,-387.8003,0.12,-329.1917,False,0,0,0,0,0
57.52362,448.667,12715.88,-385.0986,0.12,-328.0607,False,0,0,0,0,0
58.01281,452.5671,12715.88,-382.3776,0.12,-327.0824,False,0,0,0,0,0
58.5048,456.3112,12715.88,-379.6512,0.12,-326.2445,False,0,0,0,0,0
59.01447,460.3674,12715.88,-376.5706,0.12,-325.4497,False,0,0,0,0,0
59.50906,464.1115,12715.88,-373.6086,0.12,-324.8211,False,0,0,0,0,0
60.00848,468.0117,12715.88,-370.4027,0.12,-324.2744,False,0,0,0,0,0
60.51404,472.0678,12715.88,-366.9375,0.12,-323.8239,False,0,0,0,0,0
61.0111,475.968,12715.88,-363.48,0.12,-323.5049,False,0,0,0,0,0
61.50626,479.7121,12715.88,-360.0451,0.12,-323.3047,False,0,0,0,0,0
62.00615,483.6123,12715.88,-356.3345,0.12,-323.2141,False,0,0,0,0,0
62.50802,487.5124,12715.88,-352.501,0.12,-323.194,False,0,0,0,0,0
63.01744,491.5686,12715.88,-348.4314,0.12,-323.2,False,0,0,0,0,0
63.50923,495.3127,12715.88,-344.6873,0.12,-323.2,False,0,0,0,0,0
64.01141,499.3689,12715.88,-340.6311,0.12,-323.2,False,0,0,0,0,0
64.50954,503.269,12715.88,-336.731,0.12,-323.2,False,0,0,0,0,0
65.01736,507.1692,12715.88,-332.8308,0.12,-323.2,False,0,0,0,0,0
65.50194,510.9133,12715.88,-329.0867,0.12,-323.2,False,0,0,0,0,0
66.01614,514.9694,12715.88,-325.0374,0.12,-323.2,False,0,0,0,0,0
66.50129,518.7136,12715.88,-321.2556,0.12,-323.2379,False,0,0,0,0,0
67.00006,522.6137,12715.88,-317.0643,0.12,-322.996,False,0,0,0,0,0
67.50661,526.5139,12715.88,-312.6555,0.12,-322.1966,False,0,0,0,0,0
68.01528,530.57,12715.88,-308.3242,0.12,-320.7989,False,0,0,0,0,0
68.52608,534.4702,12715.88,-304.3185,0.12,-319.1765,False,0,0,0,0,0
69.01954,538.3703,12715.88,-300.4446,0.12,-317.5847,False,0,0,0,0,0
69.50131,542.1144,12715.88,-296.9303,0.12,-316.3493,False,0,0,0,0,0
70.01144,546.1706,12726.88,-293.3216,0.12,-315.4836,False,0,0,0,0,0
70.5108,550.0707,12726.88,-289.9401,0.12,-315.2001,False,0,0,0,0,0
71.00989,553.9709,12726.88,-286.5524,0.12,-315.5043,False,0,0,0,0,0
71.50536,557.715,12726.88,-283.2279,0.12,-316.3001,False,0,0,0,0,0
72.01566,561.7712,12726.88,-279.4214,0.12,-317.6384,False,0,0,0,0,0
