time,distance,health,x,y,z,holdout,holdout_time,police,camera_position_error,camera_angle_error,drift
36.50679,284.7048,11330,-414.4907,0.128,-454.9123,False,0,0,0,0,0
37.00703,288.6049,11330,-414.941,0.128,-451.0401,False,0,0,0,0,0
37.50813,292.5051,11330,-415.3522,0.128,-447.173,False,0,0,0,0,0
38.01183,296.4052,11330,-415.7196,0.128,-443.3107,False,0,0,0,0,0
38.50214,300.3054,11330,-416.0388,0.128,-439.4518,False,0,0,0,0,0
39.01259,304.2055,11330,-416.3061,0.128,-435.5956,False,0,0,0,0,0
39.50241,308.1057,11330,-416.5179,0.128,-431.742,False,0,0,0,0,0
40.00189,312.0058,11330,-416.6719,0.12,-427.8906,False,0,0,0,0,0
40.52895,316.062,11330,-416.7678,0.12,-423.8914,False,0,0,0,0,0
41.00223,319.8061,11330,-416.799,0.12,-420.1778,False,0,0,0,0,0
41.50754,323.7063,11330,-416.8013,0.12,-416.2986,False,0,0,0,0,0
42.00589,327.6064,11330,-416.8,0.12,-412.3936,False,0,0,0,0,0
42.50468,331.5066,11330,-416.8,0.12,-408.4935,False,0,0,0,0,0
43.0071,335.4067,11330,-416.8,0.12,-404.5933,False,0,0,0,0,0
43.51996,339.4629,11330,-416.8,0.12,-400.5371,False,0,0,0,0,0
44.01163,343.207,11330,-416.8,0.12,-396.793,False,0,0,0,0,0
44.51401,347.1071,11330,-416.8,0.12,-392.8929,False,0,0,0,0,0
45.01799,351.0073,11330,-416.8016,0.12,-388.9828,False,0,0,0,0,0
45.50319,354.9074,11330,-416.801,0.12,-385.1187,False,0,0,0,0,0
46.01112,358.8076,11330,-416.7433,0.12,-381.3372,False,0,0,0,0,0
46.51091,362.7077,11330,-416.5778,0.12,-377.722,False,0,0,0,0,0
47.0114,366.6079,11330,-416.297,0.12,-374.2224,False,0,0,0,0,0
47.508,370.508,11330,-415.9039,0.12,-370.8465,False,0,0,0,0,0
48.00957,374.4082,11330,-415.3994,0.12,-367.5938,False,0,0,0,0,0
48.50774,378.3083,11330,-414.7843,0.12,-364.4642,False,0,0,0,0,0
49.00275,382.2085,11330,-414.0592,0.12,-361.4576,False,0,0,0,0,0
49.52893,386.2646,11330,-413.1898,0.12,-358.4609,False,0,0,0,0,0
50.01509,390.0088,11330,-412.2836,0.12,-355.8119,False,0,0,0,0,0
50.50983,393.9089,11330,-411.2345,0.12,-353.1708,False,0,0,0,0,0
51.00735,397.8091,11330,-410.079,0.12,-350.6496,False,0,0,0,0,0
51.50584,401.7092,11330,-408.8176,0.12,-348.2474,False,0,0,0,0,0
52.00198,405.6093,11330,-407.4504,0.12,-345.9619,False,0,0,0,0,0
52.50545,409.5095,11330,-405.9775,0.12,-343.7917,False,0,0,0,0,0
53.0054,413.4096,11330,-404.3987,0.12,-341.7352,False,0,0,0,0,0
53.50842,417.3098,11330,-402.7128,0.12,-339.79,False,0,0,0,0,0
54.01468,421.2099,11330,-400.9192,0.12,-337.9552,False,0,0,0,0,0
54.50354,425.1101,11330,-399.016,0.12,-336.2285,False,0,0,0,0,0
55.00427,429.0102,11330,-397.002,0.12,-334.609,False,0,0,0,0,0
55.50055,432.9104,11330,-394.8751,0.12,-333.0961,False,0,0,0,0,0
56.00494,436.8105,11330,-392.6336,0.12,-331.6888,False,0,0,0,0,0
56.50742,440.7107,11330,-390.2759,0.12,-330.3872,False,0,0,0,0,0
57.01019,444.6108,11330,-387.8003,0.12,-329.1917,False,0,0,0,0,0
57.50125,448.511,11208.43,-385.205,0.12,-328.1021,False,0,0,0,0,0
58.00607,452.4111,11208.43,-382.4889,0.12,-327.1195,False,0,0,0,0,0
