time,health,distance,holdout,spawned,x,y,z
44.51083,9461.443,-1,False,0,-3.2,0.12,-72.88966
45.01289,9461.443,-1,False,0,-3.2,0.12,-68.98971
45.51076,9461.443,-1,False,0,-3.2,0.12,-65.08975
46.0022,9461.443,-1,False,0,-3.2,0.12,-61.1898
46.51035,9461.443,-1,False,0,-3.2,0.12,-57.28984
47.01498,9461.443,-1,False,0,-3.2,0.12,-53.38988
47.50778,9461.443,-1,False,0,-3.2,0.12,-49.48993
48.01547,9461.443,-1,False,0,-3.2,0.12,-45.58997
48.50668,9461.443,-1,False,0,-3.2,0.12,-41.69002
49.01655,9461.443,-1,False,0,-3.2,0.12,-37.63406
49.50654,9461.443,-1,False,0,-3.2,0.12,-33.89011
50.01545,9461.443,-1,False,0,-3.2,0.12,-29.99013
50.50455,9461.443,-1,False,0,-3.2,0.12,-26.09012
51.00986,9461.443,-1,False,0,-3.2,0.12,-22.19012
51.50049,9461.443,-1,False,0,-3.2,0.12,-18.29012
52.02614,9461.443,-1,False,0,-3.2,0.12,-14.23411
52.50467,9461.443,-1,False,0,-3.2,0.12,-10.49011
53.02011,9461.443,-1,False,0,-3.2,0.12,-6.434105
53.51526,9461.443,-1,False,0,-3.2,0.12,-2.690104
54.01498,9461.443,-1,False,0,-3.2,0.12,-1.130105
54.51168,9461.443,-1,False,0,-0.5480013,0.12,3.195865
55.00525,9461.443,-1,False,0,3.351997,0.12,3.2
55.50191,9461.443,-1,False,0,7.251999,0.12,3.199999
56.01053,9461.443,-1,False,0,11.152,0.12,3.199999
56.51354,9461.443,-1,False,0,15.05201,0.12,3.199998
57.00415,9461.443,-1,False,0,18.95201,0.12,3.199998
57.50856,9461.443,-1,False,0,22.85201,0.12,3.199997
58.00599,9461.443,-1,False,0,26.75202,0.12,3.199997
58.50652,9461.443,-1,False,0,30.65202,0.12,3.199996
59.01232,9461.443,-1,False,0,34.55199,0.12,3.199996
59.51578,9461.443,-1,False,0,38.45195,0.12,3.199996
60.0162,9461.443,-1,False,0,42.3519,0.12,3.199995
60.51067,9461.443,-1,False,0,46.25186,0.12,3.199995
61.00179,9461.443,-1,False,0,50.15181,0.12,3.199994
61.50224,9461.443,-1,False,0,54.05177,0.12,3.199994
62.00337,9461.443,-1,False,0,57.95173,0.12,3.199993
62.51541,9461.443,-1,False,0,61.85168,0.12,3.199993
63.00662,6725.443,-1,False,0,65.75164,0.12,3.199992
63.50584,6725.443,-1,False,0,69.6516,0.12,3.199992
64.01899,6725.443,-1,False,0,73.70755,0.12,3.199991
64.50481,6725.443,-1,False,0,77.45151,0.12,3.199991
65.00842,6725.443,-1,False,0,81.35146,0.12,3.199991
65.5089,6725.443,-1,False,0,85.25142,0.12,3.19999
66.01457,6725.443,-1,False,0,89.15137,0.12,3.19999
66.50592,6725.443,-1,False,0,93.05133,0.12,3.199989
67.01172,6725.443,-1,False,0,96.95129,0.12,3.199989
